Year,Week,Age,ILI_Percent 
2023,39,0-4 yr,7.0632388815912925
2023,39,5-24 yr,3.260372587707858
2023,39,25-49 yr,1.6281184456649833
2023,39,50-64 yr,1.1526863481550287
2023,39,65+ yr,0.8312520110935753
2021,40,0-4 yr,8.560383256571038
2021,40,5-24 yr,2.9696597615558282
2021,40,25-49 yr,1.2120104485196446
2021,40,50-64 yr,0.9246467437407596
2021,40,65+ yr,0.6399111620078775
2021,41,0-4 yr,8.557015747738356
2021,41,5-24 yr,2.816710218210201
2021,41,25-49 yr,1.120525040878247
2021,41,50-64 yr,0.8367313651932801
2021,41,65+ yr,0.6043140638481449
2021,42,0-4 yr,8.401641304243862
2021,42,5-24 yr,2.699322967670121
2021,42,25-49 yr,1.0701712654614652
2021,42,50-64 yr,0.8788089915495847
2021,42,65+ yr,0.5813265434201796
2021,43,0-4 yr,8.342294996119211
2021,43,5-24 yr,2.8176556175203364
2021,43,25-49 yr,1.128111942337831
2021,43,50-64 yr,0.8343365786747095
2021,43,65+ yr,0.5778899714184382
2021,44,0-4 yr,8.727723244067473
2021,44,5-24 yr,3.2227096267851385
2021,44,25-49 yr,1.1756134395800313
2021,44,50-64 yr,0.8839597239898531
2021,44,65+ yr,0.597588840225692
2021,45,0-4 yr,8.983993622528955
2021,45,5-24 yr,3.363006247049244
2021,45,25-49 yr,1.286328484882325
2021,45,50-64 yr,0.9503106624689754
2021,45,65+ yr,0.674973498079697
2021,46,0-4 yr,9.14282139729406
2021,46,5-24 yr,3.49872730126451
2021,46,25-49 yr,1.3982238530766873
2021,46,50-64 yr,1.0459625599462685
2021,46,65+ yr,0.6724017574836776
2021,47,0-4 yr,9.512367361537827
2021,47,5-24 yr,3.7209493644852123
2021,47,25-49 yr,1.4506830039722565
2021,47,50-64 yr,1.2087419592955815
2021,47,65+ yr,0.7837861757677671
2021,48,0-4 yr,9.25985404064736
2021,48,5-24 yr,3.7658386341722685
2021,48,25-49 yr,1.7777719061836694
2021,48,50-64 yr,1.376233714962495
2021,48,65+ yr,0.9408439856801131
2021,49,0-4 yr,9.50514453699167
2021,49,5-24 yr,4.296156518658801
2021,49,25-49 yr,1.8042176691216432
2021,49,50-64 yr,1.3447598131659146
2021,49,65+ yr,0.9176288416871444
2021,50,0-4 yr,9.958053616877876
2021,50,5-24 yr,5.126889078984887
2021,50,25-49 yr,2.0770713753669545
2021,50,50-64 yr,1.4438714795715986
2021,50,65+ yr,0.927040814615315
2021,51,0-4 yr,10.976982900835319
2021,51,5-24 yr,6.201690515614493
2021,51,25-49 yr,3.367279253970112
2021,51,50-64 yr,2.214345729971367
2021,51,65+ yr,1.3129339898585721
2021,52,0-4 yr,12.386965068803871
2021,52,5-24 yr,6.513913073817159
2021,52,25-49 yr,4.772951342573798
2021,52,50-64 yr,3.3444769271656574
2021,52,65+ yr,1.9971094052094096
2022,1,0-4 yr,10.46752135228144
2022,1,5-24 yr,5.440569625374221
2022,1,25-49 yr,4.144655065257925
2022,1,50-64 yr,3.0275813167033325
2022,1,65+ yr,1.8397043916157092
2022,2,0-4 yr,8.801861186506398
2022,2,5-24 yr,4.775580419978105
2022,2,25-49 yr,3.1248761749046414
2022,2,50-64 yr,2.3162520265232946
2022,2,65+ yr,1.454904474756859
2022,3,0-4 yr,7.88907793373978
2022,3,5-24 yr,3.693550594509856
2022,3,25-49 yr,2.416962404347344
2022,3,50-64 yr,1.768336102539758
2022,3,65+ yr,1.1318370668608386
2022,4,0-4 yr,6.635224607730082
2022,4,5-24 yr,2.581324049054251
2022,4,25-49 yr,1.6623281502083478
2022,4,50-64 yr,1.3295915625123906
2022,4,65+ yr,0.8455842118702805
2022,5,0-4 yr,5.784527358528401
2022,5,5-24 yr,2.3055314690367803
2022,5,25-49 yr,1.131235964488845
2022,5,50-64 yr,0.9322958129518253
2022,5,65+ yr,0.6727251708848723
2022,6,0-4 yr,5.631147646100773
2022,6,5-24 yr,1.993222957964704
2022,6,25-49 yr,0.8485460748081063
2022,6,50-64 yr,0.6665642084001142
2022,6,65+ yr,0.4887765048241958
2022,7,0-4 yr,5.594306720708832
2022,7,5-24 yr,2.1888353203523065
2022,7,25-49 yr,0.774735668551461
2022,7,50-64 yr,0.5946459559167941
2022,7,65+ yr,0.41420353391088305
2022,8,0-4 yr,5.789394238472882
2022,8,5-24 yr,2.262677817924552
2022,8,25-49 yr,0.7962523195909734
2022,8,50-64 yr,0.5422029843945779
2022,8,65+ yr,0.426872426021615
2022,9,0-4 yr,5.640159178319735
2022,9,5-24 yr,2.432438796574649
2022,9,25-49 yr,0.8139253157273085
2022,9,50-64 yr,0.5187833054915219
2022,9,65+ yr,0.37182465977867074
2022,10,0-4 yr,6.058238712370108
2022,10,5-24 yr,2.7114623895172754
2022,10,25-49 yr,0.8453356302958674
2022,10,50-64 yr,0.532274717840994
2022,10,65+ yr,0.41905730263635704
2022,11,0-4 yr,6.4002944544413545
2022,11,5-24 yr,2.979751712490151
2022,11,25-49 yr,0.9453597619093933
2022,11,50-64 yr,0.6016976469324165
2022,11,65+ yr,0.4659758477215708
2022,12,0-4 yr,6.672539773021713
2022,12,5-24 yr,3.018235797802132
2022,12,25-49 yr,0.9580393254630926
2022,12,50-64 yr,0.6667553956525659
2022,12,65+ yr,0.5037246258769738
2022,13,0-4 yr,6.75592131267166
2022,13,5-24 yr,3.2142515999617918
2022,13,25-49 yr,1.0858726292979461
2022,13,50-64 yr,0.6999231473963466
2022,13,65+ yr,0.5902555323327697
2022,14,0-4 yr,7.447644630154703
2022,14,5-24 yr,3.6075593142065463
2022,14,25-49 yr,1.1794110018627242
2022,14,50-64 yr,0.7239320943228483
2022,14,65+ yr,0.6157741381742124
2022,15,0-4 yr,7.768103099535744
2022,15,5-24 yr,3.9615313882668572
2022,15,25-49 yr,1.2713517986524798
2022,15,50-64 yr,0.81895881242564
2022,15,65+ yr,0.666840252533621
2022,16,0-4 yr,8.167680074836296
2022,16,5-24 yr,3.9310743443392817
2022,16,25-49 yr,1.3586561246275486
2022,16,50-64 yr,0.9216414759773706
2022,16,65+ yr,0.7508460595856769
2022,17,0-4 yr,8.343997208003723
2022,17,5-24 yr,3.8663489446595687
2022,17,25-49 yr,1.3804406954482193
2022,17,50-64 yr,0.9604216732623505
2022,17,65+ yr,0.7657906434796665
2022,18,0-4 yr,8.876431412007092
2022,18,5-24 yr,4.522497080946045
2022,18,25-49 yr,1.5110731421778347
2022,18,50-64 yr,1.0552060923837023
2022,18,65+ yr,0.7777986420643784
2022,19,0-4 yr,9.36936280315592
2022,19,5-24 yr,4.865438642900913
